crumbs	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title	title_de	description	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application	application-de	color	color-de	height	length	material	material-de	size	size-de	voltage_rating	weight	width	type	type-de
Tools & Instruments|Tape & Pads|Specialty Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100624000000	in stock	11.4	https://pacificsupply.bloomreach.com/products/705941	705941	Brady 42065 Yel Rfl 2.0 Mrkr Tape	Brady 42065 Yel Rfl 2.0 MRKR Band	Brady 42065 2.0 Inch Yellow Reflective Tape	Brady 42.065 2,0-Zoll-Gelb Reflexfolie	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_705941.jpg	7.18	Brady	42065	75447342065	Used in applications such as outdoor pole and pedestal identification and indoor long distance scanning of racks and shelves where high visibility is critical.	Verwendet in Anwendungen wie Außen pole und Pedestal Identifikations- und Innenfernabtastung von Gestellen und Regalen, wo eine hohe Sichtbarkeit kritisch ist.	Yellow	Gelb		30	Brady B-584 High-Intensity Reflective Retroreflective Tape	Brady B-584 High-Intensity Reflective Retroreflektierende Band				0.63	2	Label	Etikette
Tools & Instruments|Tape & Pads|Marking Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100615000000	in stock	11.36	https://pacificsupply.bloomreach.com/products/3957800	3957800	Brady 58253 Aisle Marking Tape	Brady 58253 Aisle Markierungsband	AISLE MARKING TAPE	AISLE Markierungsband	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3957800.jpg	7.15	Brady	58253	75447358253			White	Weiß		36	Vinyl	Vinyl	36-yds-x-3-in	36-yds-x-3-in		1.285	3	Marking Tape	Markierungsband
Tools & Instruments|Tape & Pads|Splicing & Insulating Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100625000000	in stock	10.49	https://pacificsupply.bloomreach.com/products/4612225	4612225	T&B TBFT421-36 Self Fusing Tape	T & B TBFT421-36 Selbst Fusing-Tape	Thomas & Betts TBFT421-36 1 Inch Width 36 Foot Length 40 Mil Thickness Red Self Fusing Tape	Thomas & Betts TBFT421-36 1 Zoll Breite 36 Fuß Länge 40 Mil Dicke Red Selbst Fusing Band	Shrink-Kon	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4612225	6.61	ABB Installation Products	TBFT421-36	78621097873	Repair deteriorated insulation on cables and conductors. Insulate and seal underwater, underground and above-ground bonding installations.	Reparatur verschlechterten Isolierung an Kabeln und Leitungen. Insulate und Dichtungs Unterwasser-, unterirdischen und oberirdischen Einrichtungen Bonden.	Red	rot		36 ft	Modified silicone rubber compound.	Modifizierte Silikonkautschukverbindung.			600 V	6.85	1 in	Splice Insulators and Insulating Covers	Splice Insulators und Isolier-Abdeckungen
Tools & Instruments|Tape & Pads|Marking Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100615000000	in stock	8.81	https://pacificsupply.bloomreach.com/products/3943186	3943186	Brady 78147 Striped Anti-Skid Tape	Brady 78147 Striped Anti-Skid-Tape	DP-STRIPED ANTI-SKID TAPE	DP-STREIFEN ANTI-SKID TAPE	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3943186.jpg	5.55	Brady	78147	75447378147			Black on Yellow	Schwarz auf Gelb		60	Anti-skid Laminated Polyester	Anti-Blockier-System Laminierter Polyester	60-ft-x-2-in	60-ft-x-2-in		320	2	Anti-Skid Tape	Anti-Skid-Tape
Tools & Instruments|Tape & Pads|Marking Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100615000000	in stock	6.18	https://pacificsupply.bloomreach.com/products/3953147	3953147	Brady 91422 DP-Arrow Tape Red 2X30	Brady 91422 DP-Pfeil-Band Red 2X30	PIPE MKR TAPE,B946,WT/RD,2X30YD,,1RL	PIPE MKR TAPE, B946, WT / RD, 2X30YD ,, 1RL	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3953147.jpg	3.89	Brady	91422	75447391422	Pipe & Valve Marking	Rohr und Ventil Kennzeichnung	White on Red	Weiß auf Rot		30 yd	Brady B-946 Vinyl	Brady B-946 Vinyl				0.95	2 in	Abrasion Resistant, Chemical Resistant	Abriebfeste, chemikalienbeständig
Tools & Instruments|Tape & Pads|Marking Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100615000000	in stock	5.04	https://pacificsupply.bloomreach.com/products/3286476	3286476	Brady 58221 Aisle Marking Tape	Brady 58221 Aisle Markierungsband	Brady 58221 Aisle Marking Tape	Brady 58221 Aisle Markierungsband	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3286476.jpg	3.18	Brady	58221	75447358221			Blue	Blau		36	Vinyl	Vinyl	36-yds-x-3-in	36-yds-x-3-in		1.285	3	Marking Tape	Markierungsband
Tools & Instruments|Tape & Pads|Specialty Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100624000000	in stock	6.87	https://pacificsupply.bloomreach.com/products/4888014	4888014	T&B AA-1130 Banding Tape Yellow No	T & B AA-1130 Banding Band Yellow Nein	Thomas & Betts AA-1130 Banding Tape	Thomas & Betts AA-1130 Banding-Tape	E-Z-Code	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4888014	4.33	ABB Installation Products	AA-1130	78621076131			Yellow	Gelb									1 in	Color-Coded I.D. Tapes	Farblich codierte I.D. Tapes
Tools & Instruments|Tape & Pads|Specialty Tapes	Tools	Tapes & Pads	PNB250000000000|PNB100600000000|PNB100624000000	in stock	14.7	https://pacificsupply.bloomreach.com/products/3973136	3973136	Brady 36317 Pipe Banding Tape	Brady 36317 Rohr Banding Band	Brady 36317 4 Inch x 30 Yard Gray Vinyl Pipe Marker Banding Tape	Brady 36317 4 Zoll x 30 Yard Grau Vinyl Rohrmarkierer Banding-Tape	Brady	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3973136.jpg	9.26	Brady	36317	75447336317	Pipe & Valve Marking	Rohr und Ventil Kennzeichnung	Gray	Grau			Brady B-946 Vinyl	Brady B-946 Vinyl				1.865			
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Mechanics Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081600	in stock	13.87	https://pacificsupply.bloomreach.com/products/4350622	4350622	Greenlee Tradesman Gloves - XL	Greenlee Tradesman Handschuhe - XL	Greenlee 0358-14XL TRADESMAN Gloves - Xtra Large	Greenlee 0358-14XL TRADESMAN Handschuhe - Xtra Large	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350622.jpg	8.74	Greenlee	0358-14XL	78331000121	Tradesman gloves for work and outdoor activities	Tradesman Handschuhe für Arbeit und Outdoor-Aktivitäten	Black	Schwarz			Polychloroprene	Polychloropren	Extra-Large	Extra groß		0.3		Form-Fitting, High Dexterity Work, 5-Finger	Figurbetontes, hohe Geschicklichkeit Arbeit, 5-Finger
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Mechanics Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081600	in stock	6.26	https://pacificsupply.bloomreach.com/products/4505203	4505203	Greenlee Tradesman Gloves	Greenlee Tradesman Handschuhe	Greenlee 0358-14L TRADESMAN Gloves - Large	Greenlee 0358-14L TRADESMAN Handschuhe - Große	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4505203.jpg	3.94	Greenlee	0358-14L	78331000120	Tradesman gloves for work and outdoor activities	Tradesman Handschuhe für Arbeit und Outdoor-Aktivitäten	Black	Schwarz					Large	groß		0.2		Form-Fitting, High Dexterity Work	Figurbetontes, hohe Geschicklichkeit Arbeits
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Electrical Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081200	in stock	8.69	https://pacificsupply.bloomreach.com/products/4326728	4326728	Klein 40072 Electricians Gloves	Klein 40072 Elektriker-Handschuhe	Klein 40072 Electrician's Gloves - Large	Klein 40072 Elektriker-Handschuhe - Große	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4326728.jpg	5.48	Klein Tools	40072	9264460003			Black, Gray, & Orange	Schwarz, Grau, & orange			Unique palm and finger material for durability & slip resistance; reinforced area at the thumb base; spandex material is breathable & comfortable to wear all day	Einzigartige Handfläche und Finger Material für Haltbarkeit und Rutschfestigkeit; an der Daumenbasis verstärkten Bereich; Spandex-Material ist atmungsaktiv und komfortabel den ganzen Tag zu tragen	Large	groß		0.26		Electrician's Gloves	Elektriker-Handschuhe
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Leather Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081500	in stock	5.79	https://pacificsupply.bloomreach.com/products/4753884	4753884	Klein 40215 Journeyman Grip Gloves	Klein 40215 Journeyman Grip-Handschuhe	Klein 40215 Journeyman&#8482; Grip Gloves - Large	Klein 40215 Journeyman & # 8482; Grip-Handschuhe - Große	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753884.jpg	3.65	Klein Tools	40215	9264440215	Moisture wicking and breathable Trek Dry� stretch material on top with sponge foam and tricot lining for maximum comfort.	Feuchtigkeitstransport und atmungs Trek Dry-Stretch-Material auf der Oberseite mit Schwammschaum und Trikotfutter für maximalen Komfort.	Black	Schwarz			Synthetic Leather	Kunstleder	Large	groß		0.32		Armortex� rubberized grip on the fingers and reinforced synthetic leather palms and thumb for working in both wet and dry conditions	Armortex gummierter Griff an den Fingern und Handflächen verstärkte Kunstleder und Daumen für die in nassen und trockenen Bedingungen arbeiten
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Cut-Resistant Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907080900	in stock	9.5	https://pacificsupply.bloomreach.com/products/4827926	4827926	Klein 40224 Cut 5 Resistant Gloves	Klein 40224 Cut 5 Schutz-Handschuhe	Klein 40224 Cut 5 Resistant Gloves, Large	Klein 40224 Cut 5 Schutz-Handschuhe, Large	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4827926.jpg	5.98	Klein Tools	40224	9264440224												0.32			
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.61	https://pacificsupply.bloomreach.com/products/4753393	4753393	Milwaukee 48-22-8731 Demolition Gloves	Milwaukee 48-22-8731 Demolition Handschuhe	Milwaukee 48-22-8731 Demolition Gloves - Medium	Milwaukee 48-22-8731 Demolition Handschuhe - Medium	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753393.jpg	4.79	Milwaukee Electric Tool	48-22-8731	4524246976			Black/Red	Schwarz Rot	1	9.8	Synthetic Leather	Kunstleder	Medium	Mittel		0.31	4.6	Demolition	Abriss
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	11.63	https://pacificsupply.bloomreach.com/products/4791875	4791875	Klein 40010 Long-Cuff Gloves Large	Klein 40010 Lang Cuff Handschuhe Large	Klein 40010 Long-Cuff Gloves - Large	Klein 40010 Lang Cuff Handschuhe - Große	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4791875.jpg	7.33	Klein Tools	40010	9264460109			Light-gray leather, striped-blue cuff	Hellgrau Leder, gestreift-blau Manschette					large	groß		0.68		Long-Cuff Gloves	Lang Cuff Handschuhe
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	6.5	https://pacificsupply.bloomreach.com/products/4791878	4791878	Klein 40012 Long-Cuff Gloves - XL	Klein 40012 Lang Cuff Handschuhe - XL	Klein 40012 Long-Cuff Gloves - Xlarge	Klein 40012 Lang Cuff Handschuhe - Xlarge	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4791878.jpg	4.1	Klein Tools	40012	9264460111			Light-gray leather, striped-blue cuff	Hellgrau Leder, gestreift-blau Manschette					extra large	extra groß		0.7		Long-Cuff Gloves	Lang Cuff Handschuhe
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.45	https://pacificsupply.bloomreach.com/products/4073010	4073010	Klein 40022 Gloves, Unlined	Klein 40022 Handschuhe, ungefüttert	Klein 40022 Cowhide Work Gloves - Large	Klein 40022 Rindsleder Arbeitshandschuhe - Große	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4073010.jpg	4.69	Klein Tools	40022	9264460122			Brown	Braun			Premium deerskin	Premium Hirschleder	large	groß		0.31		Deerskin Work Gloves	Deerskin Arbeitshandschuhe
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Driver Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081100	in stock	14.65	https://pacificsupply.bloomreach.com/products/334946	334946	Klein 40004 Drivers Gloves Pr - Medium	Klein 40004 Treiber Handschuhe Pr - Medium	Klein 40004 Cowhide Driver's Gloves - Medium	Klein 40004 Kuhfell Fahrerhandschuhe - Medium	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_334946.jpg	9.23	Klein Tools	40004	9264460104	Gunn cut with seams away from wear surfaces.	Gunn-Cut mit Nähten weg von Verschleißflächen.	Gray	Grau								0.32		Tough, durable, sueded cowhide leather.	Hart, haltbar, sueded Rindsleder.
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	10.53	https://pacificsupply.bloomreach.com/products/4753816	4753816	Milwaukee 48-22-8733 Demolition Gloves	Milwaukee 48-22-8733 Demolition Handschuhe	Milwaukee 48-22-8733 Demolition Gloves - XL	Milwaukee 48-22-8733 Demolition Handschuhe - XL	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753816.jpg	6.63	Milwaukee Electric Tool	48-22-8733	4524236696			Black/Red	Schwarz Rot	1	10.3	Synthetic Leather	Kunstleder	X-Large	X-Large		0.33	5	Demolition	Abriss
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	10.37	https://pacificsupply.bloomreach.com/products/4753817	4753817	Milwaukee 48-22-8734 Demolition Gloves	Milwaukee 48-22-8734 Demolition Handschuhe	Milwaukee 48-22-8734 Demolition Gloves - XXL	Milwaukee 48-22-8734 Demolition Handschuhe - XXL	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753817.jpg	6.53	Milwaukee Electric Tool	48-22-8734	4524246977			Black/Red	Schwarz Rot	1	10.5	Synthetic Leather	Kunstleder	XX-Large	XX-Large		0.35	5.2	Demolition	Abriss
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Driver Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081100	in stock	8.48	https://pacificsupply.bloomreach.com/products/3316178	3316178	Klein 40003 Drivers Gloves Small / Medium / Large	Klein 40003 Treiber Handschuhe Small / Medium / Large	Klein 40003 Cowhide Driver's Gloves - Small	Klein 40003 Kuhfell Fahrerhandschuhe - Kleine	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3316178.jpg	5.34	Klein Tools	40003	9264460103	Gunn cut with seams away from wear surfaces.	Gunn-Cut mit Nähten weg von Verschleißflächen.	Gray	Grau								0.28		Tough, durable, sueded cowhide leather.	Hart, haltbar, sueded Rindsleder.
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	7.26	https://pacificsupply.bloomreach.com/products/4753390	4753390	Milwaukee 48-22-8732 Demolition Gloves	Milwaukee 48-22-8732 Demolition Handschuhe	Milwaukee 48-22-8732 Demolition Gloves - Large	Handschuhe Milwaukee 48-22-8732 Demolition - Große	MILWAUKEE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4753390.jpg	4.57	Milwaukee Electric Tool	48-22-8732	4524236695			Black/Red	Schwarz Rot	1	10.1	Synthetic Leather	Kunstleder	Large	groß		0.32	4.8	Demolition	Abriss
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Leather Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907081500	in stock	12.57	https://pacificsupply.bloomreach.com/products/4445805	4445805	Eritech T378L Leather Gloves, 1 Pair	ERITECH T378L Lederhandschuhe, 1 Paar	Erico T378L Leather Palm Canvas Gloves	Erico T378L Leder Palm Leinwand Handschuhe	nVent ERICO	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4445805.jpg	7.92	nVent	T378L	78285632347	Facility Electrical Protection; Lightning Protection; Rail; Solar Power; Telecom; Utility; Wind Power	Elektrische Schutzeinrichtung; Blitzschutz; Schiene; Solarenergie; Telecom; Nützlichkeit; Windkraft										1.66		Canvas Glove with Leather Palm	Canvas-Handschuh mit Leder Palm
Safety Products|Personal Protective Equipment|Gloves & Hand Protection|Gloves|Work Gloves	Safety		PNB220000000000|PNB220900000000|PNB220907000000|PNB220907080000|PNB220907082100	in stock	14.87	https://pacificsupply.bloomreach.com/products/335007	335007	Klein 40008 Medium Cuff Gloves, 1 Pair	Klein 40008 Medium Cuff Handschuhe, 1 Paar	Klein 40008 Medium Cuff Gloves - Large	Klein 40008 Medium Cuff Handschuhe - Große	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_335007.jpg	9.37	Klein Tools	40008	9264460108			Pearl-gray leather, striped-blue cuff	Perlgrau Leder, gestreift-blau Manschette					large	groß		0.41		Medium-Cuff Gloves	Mittel Cuff Handschuhe
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.85	https://pacificsupply.bloomreach.com/products/4104415	4104415	Greenlee 704 Cutter Cable-Scissor (704)	Greenlee 704 Cutter Kabelschere (704)	Greenlee 704 Cutter Cable-Scissor (704)	Greenlee 704 Cutter Kabelschere (704)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4104415.jpg	8.1	Greenlee	704	78331024564												3.4		Scissor Style Cable Cutter	Scissor-Art-Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	5.87	https://pacificsupply.bloomreach.com/products/3949244	3949244	Greenlee 718F Cutter Cable Pkg.	Greenlee 718f Cutter Kabel Pkg.	Greenlee 718F Cutter Cable Pkg.	Greenlee 718f Cutter Kabel Pkg.	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3949244.jpg	3.7	Greenlee	718F	78331010507												2.91		Heavy Duty Cable Cutter with adjustable pivot bolt for blade adjustment	Heavy Duty Kabelschneider mit einstellbarem Drehbolzen für Blattverstelleinrichtung
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.31	https://pacificsupply.bloomreach.com/products/17939	17939	Greenlee 45206 Cutter Cable-Ratchet	Greenlee 45206 Cutter-Kabel-Ratsche	Greenlee 45206 Cutter Cable-Ratchet	Greenlee 45206 Cutter-Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_17939.jpg	7.75	Greenlee	45206	78331045206	For Tight Working Spaces	Für die kleinen Arbeitsräume										1.43		Ratchet Cable Cutter	Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.66	https://pacificsupply.bloomreach.com/products/782567	782567	Greenlee 45207 Cutter Cable-Ratchet	Greenlee 45207 Cutter-Kabel-Ratsche	Greenlee 45207 Cutter Cable-Ratchet	Greenlee 45207 Cutter-Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_782567.jpg	9.24	Greenlee	45207	78331045207	For Tight Working Spaces	Für die kleinen Arbeitsräume										1.89		Ratchet Cable Cutter	Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	8.17	https://pacificsupply.bloomreach.com/products/986557	986557	Greenlee 759 Cutter Cable-Ratchet	Greenlee 759 Cutter Kabel-Ratsche	Greenlee 759 Cutter Cable-Ratchet	Greenlee 759 Cutter Kabel-Ratsche	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_986557.jpg	5.15	Greenlee	759	78331045277												1.62		Compact Ratchet Cable Cutter	Compact Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.62	https://pacificsupply.bloomreach.com/products/4350617	4350617	Greenlee HDFBC24 Cutter Bolt-24 Hd	Greenlee HDFBC24 Schneider Bolzen-24 HD	Greenlee HDFBC24 Cutter Bolt-24 Hd Fiberglass	Greenlee HDFBC24 Schneider Bolzen-24 HD-Fiberglass	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4350617.jpg	9.21	Greenlee	HDFBC24	78331011278												5.35		Heavy Duty	Schwerlast
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.31	https://pacificsupply.bloomreach.com/products/4203286	4203286	HKP 0690TN Cable & Wire Rope Cutter	HKP 0690TN Cable & Wire Rope Cutter	HKPorter 0690TN Cable & Wire Rope Cutter Cutter 7-1/2 -3/16 Capacity	HKPorter 0690TN Cable & Wire Rope Cutter Cutter 7-1 / 2 -3/16 Kapazität	HK PORTER	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4203286.jpg	7.75	Apex Tool Group	0690TN	3710391131	For Cutting Aluminum, Bronze, Copper, Nickel, Nylon, Plastic and Steel	Für das Schneiden von Aluminium, Bronze, Kupfer, Nickel, Nylon, Kunststoff und Stahl										ea		Mechanic 2-Hand, Pocket Sized	Mechanic 2-Hand, im Taschenformat
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	7.78	https://pacificsupply.bloomreach.com/products/17858	17858	Greenlee 706 Cutter Cable-Scissors (706)	Greenlee 706 Cutter Kabel-Schere (706)	Greenlee 706 Cutter Cable-Scissors	Greenlee 706 Cutter Kabel-Schere	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_17858.jpg	4.9	Greenlee	706	78331022291												6.7		Scissor Style Cable Cutter	Scissor-Art-Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	14.52	https://pacificsupply.bloomreach.com/products/1947280	1947280	Greenlee 760 Cutter Cable-Compact	Greenlee 760 Cutter Kabel-Compact	Greenlee 760 Cutter Cable-Compact Ratchet	Greenlee 760 Cutter Kabel-Compact Ratchet	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_1947280.jpg	9.15	Greenlee	760	78331017600												2.25		Ratchet Cable Cutter, Compact	Ratchet Kabelschneider, Compact
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	5.6	https://pacificsupply.bloomreach.com/products/335738	335738	Klein 63045 1000CU/1200AL Cutter	Klein 63045 1000CU / 1200AL Cutter	Klein 63045 Standard Cable Cutter, 32	Klein 63045 Standard-Kabelschneider, 32	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_335738.jpg	3.53	Klein Tools	63045	9264463045	Replaceable hook-jaw blades grab and hold cable while shear-cutting action makes clean cuts. Not designed for cutting steel or ACSR.	Austauschbarer Haken Backen Klingen greifen und halten, während die Kabel schubSchneidWirkung macht saubere Schnitte. Nicht zum Schneiden von Stahl oder Stahlkabel ausgelegt.										8		Standard Cable Cutters	Standard Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	12.22	https://pacificsupply.bloomreach.com/products/711994	711994	Greenlee 756 Cutter Cable-Ratchet (756)	Greenlee 756 Cutter Kabel-Ratsche (756)	Greenlee 756 Cutter Cable-Ratchet (756)	Greenlee 756 Cutter Kabel-Ratsche (756)	Greenlee	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_711994.jpg	7.7	Greenlee	756	78331034081												11.39		Ratchet Cable Cutter	Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	7.25	https://pacificsupply.bloomreach.com/products/4094610	4094610	HPass & Seymour C4032979 Cutter Cable	HPass & Seymour C4032979 Cutter Kabel	Hubbell Power C4032979 Soft?Conductor Ratchet Cable Cutter	Hubbell Strom C4032979 Weiche? Conductor Ratchet Kabelschneider	CHANCE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4094610.jpg	4.57	Hubbell Power Systems	C4032979	9635902026	Conductor cutting	Leiterschneide										4.87		Ratchet Cable Cutter	Ratchet Kabelschneider
Tools & Instruments|Hand Tools|Strippers, Cutters, & Crimpers|Cable & Bolt Cutters	Tools	Hand Tools	PNB250000000000|PNB250800000000|PNB250866000000|PNB250866020000	in stock	6.91	https://pacificsupply.bloomreach.com/products/335617	335617	Klein 63028 COAX Cutter, up to 3/4 inch	Klein 63028 COAX Cutter, bis zu 3/4 Zoll	Klein 63028 Cable Cutter Coaxial, 3/4 Capacity	Klein 63028 Kabelschneider, Koax 3/4 Kapazität	Klein Tools	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_335617.jpg	4.35	Klein Tools	63028	9264463028	Blades cleanly cut aluminum and copper coaxial cable without compression and frayed ends.	Klingen sauber geschnitten Aluminium und Kupfer Koaxialkabels ohne Kompression und ausgefranste Ende.										0.8		Standard Cable Cutters	Standard Kabelschneider
