pid	url	availability	price	gender	color	brand	material	collection	style	bread_crumb	title	stock_level	special_offer	season	edited_availability	edited_price	edited_gender	edited_color	edited_brand	edited_material	edited_collection	edited_style	edited_bread_crumb	edited_title	edited_stock_level	edited_special_offer	edited_season
105311	https://pacific.bloomreach.com/apparel/products/105311___105311	TRUE	19.99	female	Multi	The Dry State	Cotton			women>activewear	The Dry State Women Pack of 2 Multi Mid-Rise Sports Shorts	ok	valentine	mid-season	TRUE	19.99	female	Multi	The Dry State	Cotton			women>activewear	The Dry State Women Pack of 2 Multi Mid-Rise Sports Shorts	ok	valentine	mid-season
105312	https://pacific.bloomreach.com/apparel/products/105312___105312	TRUE	25.99	female	Green	Pacific Style	Polyester			women>skirts	NEUDIS Women Pack Of 2 Solid Velvet Flared Mini Skirt	high	christmas	summer	TRUE	25.99	female	Green	NEUDIS	Polyester			women>skirts	NEUDIS Women Pack Of 2 Solid Velvet Flared Mini Skirt	high	christmas	summer
105313	https://pacific.bloomreach.com/apparel/products/105313___105313	FALSE	37.02	female	Brown	BLANC9	Polyester	Radiance		women>skirts	BLANC9 Women Brown & Pink Printed Flared Midi Skirt	OOS	mothersday	summer	FALSE	37.02	female	Brown	BLANC9	Polyester	Radiance		women>skirts	BLANC9 Women Brown & Pink Printed Flared Midi Skirt	OOS	mothersday	summer
105314	https://pacific.bloomreach.com/apparel/products/105314___105314	TRUE	19.99	female	Multi	The Dry State	Cotton	Harmony	Casual	women>activewear	The Dry State Women Pack of 2 Multicoloured Solid Regular Fit Regular Shorts	ok	back2school	summer	TRUE	19.99	female	Multi	The Dry State	Cotton	Harmony	Casual	women>activewear	The Dry State Women Pack of 2 Multicoloured Solid Regular Fit Regular Shorts	ok	back2school	summer
105315	https://pacific.bloomreach.com/apparel/products/105315___105315	TRUE	24.99	female	Grey	ROOTED	Linen			women>skirts	ROOTED Women Grey Solid Layered A-Line Midi Skirt	low	easter	mid-season	TRUE	24.99	female	Grey	ROOTED	Linen			women>skirts	ROOTED Women Grey Solid Layered A-Line Midi Skirt	low	easter	mid-season
105316	https://pacific.bloomreach.com/apparel/products/105316___105316	TRUE	19.99	female	Lime Green	The Dry State	Cotton			women>activewear	The Dry State Women Pack Of 2 Solid Cotton Regular Fit Training Shorts	ok	back2school	mid-season	TRUE	19.99	female	Lime Green	The Dry State	Cotton			women>activewear	The Dry State Women Pack Of 2 Solid Cotton Regular Fit Training Shorts	ok	back2school	mid-season
105317	https://pacific.bloomreach.com/apparel/products/105317___105317	TRUE	37.11	female	Yellow	Truerevo	Polyester	Radiance	Casual	women>activewear	Truerevo Women Yellow Printed Regular Fit Regular Shorts	ok	blackfriday	winter	TRUE	37.11	female	Yellow	Truerevo	Polyester	Radiance	Casual	women>activewear	Truerevo Women Yellow Printed Regular Fit Regular Shorts	ok	blackfriday	winter
105318	https://pacific.bloomreach.com/apparel/products/105318___105318	TRUE	24.99	female	Red	Pacific Style	Polyester	Harmony	Casual	women>skirts	NEUDIS Women Pack Of 2 Red Solid Velvet Pencil Skirts	high	blackfriday	summer	TRUE	24.99	female	Red	NEUDIS	Polyester	Harmony	Casual	women>skirts	NEUDIS Women Pack Of 2 Red Solid Velvet Pencil Skirts	high	blackfriday	summer
105319	https://pacific.bloomreach.com/apparel/products/105319___105319	TRUE	38.11	female	White	Zink London	Rayon			women>skirts	Zink London Women White & Black Checked A-Line Mini Skirt	high	blackfriday	winter	TRUE	38.11	female	White	Zink London	Rayon			women>skirts	Zink London Women White & Black Checked A-Line Mini Skirt	high	blackfriday	winter
105321	https://pacific.bloomreach.com/apparel/products/105321___105321	TRUE	20.99	female	Blue	FOREVER 21	Polyester	Radiance		women>skirts	FOREVER 21 Women Blue & Orange Disney Character Printed Knee-Length Tiered Skirt	high	blackfriday	mid-season	TRUE	20.99	female	Blue	FOREVER 21	Polyester	Radiance		women>skirts	FOREVER 21 Women Blue & Orange Disney Character Printed Knee-Length Tiered Skirt	high	blackfriday	mid-season
105322	https://pacific.bloomreach.com/apparel/products/105322___105322	TRUE	27.11	female	Navy Blue	Pacific 25	Cotton	Harmony	Casual	women>shorts	Colour Me by Melange Women Navy Blue Mid-Rise Regular Cotton Shorts	low	back2school	mid-season	TRUE	27.11	female	Navy Blue	Colour Me	Cotton	Harmony	Casual	women>shorts	Colour Me by Melange Women Navy Blue Mid-Rise Regular Cotton Shorts	low	back2school	mid-season
105323	https://pacific.bloomreach.com/apparel/products/105323___105323	TRUE	34.11	female	Olive	ZHEIA	Cotton			women>shorts	ZHEIA Women Olive Green Washed Skinny Fit Mid-Rise Denim Shorts	ok	back2school	winter	TRUE	34.11	female	Olive	ZHEIA	Cotton			women>shorts	ZHEIA Women Olive Green Washed Skinny Fit Mid-Rise Denim Shorts	ok	back2school	winter
105324	https://pacific.bloomreach.com/apparel/products/105324___105324	TRUE	32.11	female	Green	FOREVER 21	Viscose	Harmony	Casual	women>shorts	FOREVER 21 Women Green Mid-Rise Regular Shorts	low	christmas	summer	TRUE	32.11	female	Green	FOREVER 21	Viscose	Harmony	Casual	women>shorts	FOREVER 21 Women Green Mid-Rise Regular Shorts	low	christmas	summer
105325	https://pacific.bloomreach.com/apparel/products/105325___105325	TRUE	34.11	female	Grey	High Star				women>activewear	High Star Women Grey Mid-Rise Denim Stretchable Shorts	ok	blackfriday	winter	TRUE	34.11	female	Grey	High Star				women>activewear	High Star Women Grey Mid-Rise Denim Stretchable Shorts	ok	blackfriday	winter
105326	https://pacific.bloomreach.com/apparel/products/105326___105326	TRUE	26.11	female	Navy Blue	People	Cotton	Radiance	Casual	women>activewear	People Women Navy Blue Conversational Printed High-Rise Regular Shorts	ok	back2school	mid-season	TRUE	26.11	female	Navy Blue	People	Cotton	Radiance	Casual	women>activewear	People Women Navy Blue Conversational Printed High-Rise Regular Shorts	ok	back2school	mid-season
105327	https://pacific.bloomreach.com/apparel/products/105327___105327	TRUE	23.99	female	Maroon	Trendyol	Polyester	Radiance	Designer	women>skirts	Trendyol Women Maroon  White Floral Tulle Front-Slit Midi Tulip Skirt	ok	blackfriday	mid-season	TRUE	23.99	female	Maroon	Trendyol	Polyester	Radiance	Designer	women>skirts	Trendyol Women Maroon  White Floral Tulle Front-Slit Midi Tulip Skirt	ok	blackfriday	mid-season
105328	https://pacific.bloomreach.com/apparel/products/105328___105328	TRUE	22.99	female	Taupe	Trendyol	Polyester			women>skirts	Trendyol Women Taupe Solid Pencil Midi Skirt	ok	mothersday	summer	TRUE	22.99	female	Taupe	Trendyol	Polyester			women>skirts	Trendyol Women Taupe Solid Pencil Midi Skirt	ok	mothersday	summer
105329	https://pacific.bloomreach.com/apparel/products/105329___105329	TRUE	34.11	female	Black	Clora Creation	Viscose	Radiance		women>skirts	Clora Creation Women Black & Gold-Coloured Printed Flared Maxi Skirt	ok	none	mid-season	TRUE	34.11	female	Black	Clora Creation	Viscose	Radiance		women>skirts	Clora Creation Women Black & Gold-Coloured Printed Flared Maxi Skirt	ok	none	mid-season
105330	https://pacific.bloomreach.com/apparel/products/105330___105330	TRUE	36.02	female	Grey	Martini	Cotton	Harmony	Casual	women>shorts	Martini Women Grey Striped Regular Shorts	ok	blackfriday	winter	TRUE	36.02	female	Grey	Martini	Cotton	Harmony	Casual	women>shorts	Martini Women Grey Striped Regular Shorts	ok	blackfriday	winter
105331	https://pacific.bloomreach.com/apparel/products/105331___105331	TRUE	29.11	female	White	Miaz Lifestyle	Viscose	Harmony	Casual	women>shorts	Miaz Lifestyle Women White Skinny Fit Regular Shorts	low	christmas	summer	TRUE	29.11	female	White	Miaz Lifestyle	Viscose	Harmony	Casual	women>shorts	Miaz Lifestyle Women White Skinny Fit Regular Shorts	low	christmas	summer
105332	https://pacific.bloomreach.com/apparel/products/105332___105332	TRUE	35.77	female	Peach	Molcha	Cotton			women>activewear	Molcha Women Peach-Coloured Cotton Shorts	ok	mothersday	mid-season	TRUE	35.77	female	Peach	Molcha	Cotton			women>activewear	Molcha Women Peach-Coloured Cotton Shorts	ok	mothersday	mid-season
105333	https://pacific.bloomreach.com/apparel/products/105333___105333	TRUE	35.77	female	Maroon	Molcha	Cotton			women>shorts	Molcha Women Maroon Cotton Shorts	ok	blackfriday	mid-season	TRUE	35.77	female	Maroon	Molcha	Cotton			women>shorts	Molcha Women Maroon Cotton Shorts	ok	blackfriday	mid-season
105334	https://pacific.bloomreach.com/apparel/products/105334___105334	FALSE	22.99	female	Grey	ZOELLA	Polyester	Harmony	Casual	women>shorts	ZOELLA Women Grey Mid-Rise Regular Shorts	OOS	blackfriday	summer	FALSE	22.99	female	Grey	ZOELLA	Polyester	Harmony	Casual	women>shorts	ZOELLA Women Grey Mid-Rise Regular Shorts	OOS	blackfriday	summer
105335	https://pacific.bloomreach.com/apparel/products/105335___105335	TRUE	29.11	female	Navy Blue	Clovia	Polyester			women>activewear	Clovia Women Navy Blue Sports Shorts	ok	back2school	winter	TRUE	29.11	female	Navy Blue	Clovia	Polyester			women>activewear	Clovia Women Navy Blue Sports Shorts	ok	back2school	winter
105336	https://pacific.bloomreach.com/apparel/products/105336___105336	TRUE	45	female	Red	Studio Shringaar	Polyester	Radiance		women>skirts	Studio Shringaar Red Floral Printed Organza Skirt	low	blackfriday	mid-season	TRUE	45	female	Red	Studio Shringaar	Polyester	Radiance		women>skirts	Studio Shringaar Red Floral Printed Organza Skirt	low	blackfriday	mid-season
105337	https://pacific.bloomreach.com/apparel/products/105337___105337	TRUE	38.11	female	Blue	KASSUALLY	Cotton			women>skirts	KASSUALLY Women Blue Washed Pure Cotton A-Line Mini Skirt	high	valentine	winter	TRUE	38.11	female	Blue	KASSUALLY	Cotton			women>skirts	KASSUALLY Women Blue Washed Pure Cotton A-Line Mini Skirt	high	valentine	winter
105338	https://pacific.bloomreach.com/apparel/products/105338___105338	TRUE	29.11	female	Beige	Miaz Lifestyle	Viscose			women>activewear	Miaz Lifestyle Women Beige Solid Sports Shorts	low	easter	winter	TRUE	29.11	female	Beige	Miaz Lifestyle	Viscose			women>activewear	Miaz Lifestyle Women Beige Solid Sports Shorts	low	easter	winter
105339	https://pacific.bloomreach.com/apparel/products/105339___105339	TRUE	20.99	female	Black	FOREVER 21	Polyester	Radiance		women>skirts	FOREVER 21 Black & White Floral Printed Ruffle A-Line Midi Skirt	ok	blackfriday	winter	TRUE	20.99	female	Black	FOREVER 21	Polyester	Radiance		women>skirts	FOREVER 21 Black & White Floral Printed Ruffle A-Line Midi Skirt	ok	blackfriday	winter
105340	https://pacific.bloomreach.com/apparel/products/105340___105340	TRUE	35.11	female	Navy Blue	Clora Creation	Viscose	Radiance		women>skirts	Clora Creation Women Navy Blue & Peach Floral Printed Maxi Length Flared Skirt	ok	back2school	summer	TRUE	35.11	female	Navy Blue	Clora Creation	Viscose	Radiance		women>skirts	Clora Creation Women Navy Blue & Peach Floral Printed Maxi Length Flared Skirt	ok	back2school	summer
105341	https://pacific.bloomreach.com/apparel/products/105341___105341	FALSE	31.1	female	Pink	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 2 Pink & Beige Biker Shorts	OOS	easter	mid-season	FALSE	31.1	female	Pink	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 2 Pink & Beige Biker Shorts	OOS	easter	mid-season
105342	https://pacific.bloomreach.com/apparel/products/105342___105342	FALSE	30	female	Rust	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Rust& Maroon Regular Shorts	OOS	back2school	mid-season	FALSE	30	female	Rust	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Rust& Maroon Regular Shorts	OOS	back2school	mid-season
105343	https://pacific.bloomreach.com/apparel/products/105343___105343	TRUE	37.61	female	Green	Oxolloxo	Cotton	Harmony	Casual	women>shorts	Oxolloxo Women Green Regular Shorts	ok	blackfriday	summer	TRUE	37.61	female	Green	Oxolloxo	Cotton	Harmony	Casual	women>shorts	Oxolloxo Women Green Regular Shorts	ok	blackfriday	summer
105344	https://pacific.bloomreach.com/apparel/products/105344___105344	TRUE	29.11	female	Yellow	People	Cotton	Harmony	Casual	women>shorts	People Women Yellow High-Rise Regular Shorts	low	back2school	mid-season	TRUE	29.11	female	Yellow	People	Cotton	Harmony	Casual	women>shorts	People Women Yellow High-Rise Regular Shorts	low	back2school	mid-season
105345	https://pacific.bloomreach.com/apparel/products/105345___105345	TRUE	31.1	female	White	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 2 White & Pink Biker Shorts	unknown	mothersday	summer	TRUE	31.1	female	White	GRACIT	Cotton		Athletic	women>activewear	GRACIT Women Pack of 2 White & Pink Biker Shorts	unknown	mothersday	summer
105346	https://pacific.bloomreach.com/apparel/products/105346___105346	TRUE	19.99	female	Coral	Oxolloxo	Cotton			women>skirts	Oxolloxo Women Coral-Coloured Solid A-Line Knee-Length Skirt	low	blackfriday	mid-season	TRUE	19.99	female	Coral	Oxolloxo	Cotton			women>skirts	Oxolloxo Women Coral-Coloured Solid A-Line Knee-Length Skirt	low	blackfriday	mid-season
105347	https://pacific.bloomreach.com/apparel/products/105347___105347	TRUE	31.1	female	Red	GRACIT	Cotton			women>activewear	GRACIT Women Pack of 2 Red & Maroon Cycling Sports Shorts	unknown	none	mid-season	TRUE	31.1	female	Red	GRACIT	Cotton			women>activewear	GRACIT Women Pack of 2 Red & Maroon Cycling Sports Shorts	unknown	none	mid-season
105348	https://pacific.bloomreach.com/apparel/products/105348___105348	TRUE	30	female	Black	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Women Pack of 2 Black Regular Cotton Shorts	ok	christmas	mid-season	TRUE	30	female	Black	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Women Pack of 2 Black Regular Cotton Shorts	ok	christmas	mid-season
105349	https://pacific.bloomreach.com/apparel/products/105349___105349	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>activewear|women>pants	Molcha Women Pack of 2 Beige & Maroon Regular Cotton Shorts	ok	none	winter	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>activewear|women>pants	Molcha Women Pack of 2 Beige & Maroon Regular Cotton Shorts	ok	none	winter
105350	https://pacific.bloomreach.com/apparel/products/105350___105350	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Set of 2 Women Beige& Yellow Regular Shorts	ok	none	summer	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Set of 2 Women Beige& Yellow Regular Shorts	ok	none	summer
105351	https://pacific.bloomreach.com/apparel/products/105351___105351	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Regular Shorts	high	blackfriday	winter	TRUE	30	female	Beige	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Regular Shorts	high	blackfriday	winter
105352	https://pacific.bloomreach.com/apparel/products/105352___105352	TRUE	30	female	Off White	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Off White& Peach Regular Shorts	low	blackfriday	mid-season	TRUE	30	female	Off White	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Off White& Peach Regular Shorts	low	blackfriday	mid-season
105353	https://pacific.bloomreach.com/apparel/products/105353___105353	TRUE	30	female	Navy Blue	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Navy Blue & Pink Regular Cotton Shorts	ok	blackfriday	winter	TRUE	30	female	Navy Blue	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Navy Blue & Pink Regular Cotton Shorts	ok	blackfriday	winter
105354	https://pacific.bloomreach.com/apparel/products/105354___105354	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Maroon& Peach Regular Shorts	ok	easter	winter	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Set of 2 Women Maroon& Peach Regular Shorts	ok	easter	winter
105355	https://pacific.bloomreach.com/apparel/products/105355___105355	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Regular Shorts	high	none	mid-season	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>shorts	Molcha Women Pack of 2 Regular Shorts	high	none	mid-season
105356	https://pacific.bloomreach.com/apparel/products/105356___105356	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Women Pack of 2 Maroon & Navy Blue Regular Cotton Shorts	ok	mothersday	winter	TRUE	30	female	Maroon	Molcha	Cotton	Harmony	Casual	women>activewear	Molcha Women Pack of 2 Maroon & Navy Blue Regular Cotton Shorts	ok	mothersday	winter
105357	https://pacific.bloomreach.com/apparel/products/105357___105357	FALSE	19.99	female	Mustard	InWeave	Viscose	Radiance		women>skirts	InWeave Women Mustard Yellow & White Ikkat Printed A-Line Maxi Skirt	OOS	none	summer	FALSE	19.99	female	Mustard	InWeave	Viscose	Radiance		women>skirts	InWeave Women Mustard Yellow & White Ikkat Printed A-Line Maxi Skirt	OOS	none	summer
105358	https://pacific.bloomreach.com/apparel/products/105358___105358	TRUE	33.12	female	Maroon	Revolution	Cotton	Radiance		women>activewear	Revolution Women Maroon High-Rise Pure Cotton Yoga Sports Shorts	unknown	none	mid-season	TRUE	33.12	female	Maroon	Revolution	Cotton	Radiance		women>activewear	Revolution Women Maroon High-Rise Pure Cotton Yoga Sports Shorts	unknown	none	mid-season
105359	https://pacific.bloomreach.com/apparel/products/105359___105359	FALSE	22.99	female	Copper	SASSAFRAS	Polyester			women>skirts	SASSAFRAS Women Copper & Black Quilted Metallic Pencil Skirt	OOS	easter	summer	FALSE	22.99	female	Copper	SASSAFRAS	Polyester			women>skirts	SASSAFRAS Women Copper & Black Quilted Metallic Pencil Skirt	OOS	easter	summer
105360	https://pacific.bloomreach.com/apparel/products/105360___105360	TRUE	35.11	female	White	FOREVER 21	Polyester			women>skirts	FOREVER 21 Women White Solid A-Line Midi Skirt	ok	mothersday	winter	TRUE	35.11	female	White	FOREVER 21	Polyester			women>skirts	FOREVER 21 Women White Solid A-Line Midi Skirt	ok	mothersday	winter
105361	https://pacific.bloomreach.com/apparel/products/105361___105361	TRUE	24.9	female	Beige	Missguided	Polyester	Harmony	Designer	women>shorts	Missguided Women Beige Solid Satin Regular Shorts	high	valentine	mid-season	TRUE	24.9	female	Beige	Missguided	Polyester	Harmony	Designer	women>shorts	Missguided Women Beige Solid Satin Regular Shorts	high	valentine	mid-season
105362	https://pacific.bloomreach.com/apparel/products/105362___105362	FALSE	28.9	female	Beige	Missguided	Nylon			women>shorts	Missguided Women Beige Solid Regular Fit Shorts	OOS	blackfriday	summer	FALSE	28.9	female	Beige	Missguided	Nylon			women>shorts	Missguided Women Beige Solid Regular Fit Shorts	OOS	blackfriday	summer
105363	https://pacific.bloomreach.com/apparel/products/105363___105363	TRUE	28.02	female	Blue	URBANIC	Polyester	Radiance	Casual	women>shorts	URBANIC Women Blue & White Floral Printed Slim Fit High-Rise Regular Shorts	high	blackfriday	mid-season	TRUE	28.02	female	Blue	URBANIC	Polyester	Radiance	Casual	women>shorts	URBANIC Women Blue & White Floral Printed Slim Fit High-Rise Regular Shorts	high	blackfriday	mid-season
105364	https://pacific.bloomreach.com/apparel/products/105364___105364	TRUE	32.99	female	Pink	elleven	Viscose			women>skirts	Elleven Women Red & Beige Self-Design Flared Skirt	low	blackfriday	winter	TRUE	32.99	female	Pink	elleven	Viscose			women>skirts	Elleven Women Red & Beige Self-Design Flared Skirt	low	blackfriday	winter
105365	https://pacific.bloomreach.com/apparel/products/105365___105365	TRUE	39	female	Beige	Reistor				women>shorts	Reistor Women Beige Hemp Embroidered Raindrops on Flip-Flops Shorts	ok	back2school	mid-season	TRUE	39	female	Beige	Reistor				women>shorts	Reistor Women Beige Hemp Embroidered Raindrops on Flip-Flops Shorts	ok	back2school	mid-season
105366	https://pacific.bloomreach.com/apparel/products/105366___105366	TRUE	34.99	female	Beige	AMERICAN EAGLE OUTFITTERS	Rayon			women>skirts	AMERICAN EAGLE OUTFITTERS Women Beige & Pink Floral Printed Tiered Midi Skirt	ok	easter	mid-season	TRUE	34.99	female	Beige	AMERICAN EAGLE OUTFITTERS	Rayon			women>skirts	AMERICAN EAGLE OUTFITTERS Women Beige & Pink Floral Printed Tiered Midi Skirt	ok	easter	mid-season
105367	https://pacific.bloomreach.com/apparel/products/105367___105367	TRUE	24.99	female	Blue	Ethnicity	Nylon	Radiance		women>skirts	Ethnicity Women Blue & Pink Floral Printed Flared Maxi-Skirt	low	back2school	winter	TRUE	24.99	female	Blue	Ethnicity	Nylon	Radiance		women>skirts	Ethnicity Women Blue & Pink Floral Printed Flared Maxi-Skirt	low	back2school	winter
105368	https://pacific.bloomreach.com/apparel/products/105368___105368	FALSE	24.99	female	Pink	Ethnicity	Nylon		Formal	women>skirts	Ethnicity Women Pink Gold-Coloured Floral Printed Flared Maxi Skirt	OOS	blackfriday	winter	FALSE	24.99	female	Pink	Ethnicity	Nylon		Formal	women>skirts	Ethnicity Women Pink Gold-Coloured Floral Printed Flared Maxi Skirt	OOS	blackfriday	winter
105369	https://pacific.bloomreach.com/apparel/products/105369___105369	TRUE	38.11	female	Pink	U&F	Polyester			women>skirts	U&F Women Pink Solid Accordion Pleated Maxi Skirt	ok	blackfriday	mid-season	TRUE	38.11	female	Pink	U&F	Polyester			women>skirts	U&F Women Pink Solid Accordion Pleated Maxi Skirt	ok	blackfriday	mid-season
105370	https://pacific.bloomreach.com/apparel/products/105370___105370	TRUE	36.4	female	Black	Missguided				women>skirts	Missguided Black Solid Sheen Accordion Pleats Polyurethane Party Straight Hem Mini Skirt	low	blackfriday	winter	TRUE	36.4	female	Black	Missguided				women>skirts	Missguided Black Solid Sheen Accordion Pleats Polyurethane Party Straight Hem Mini Skirt	low	blackfriday	winter
105371	https://pacific.bloomreach.com/apparel/products/105371___105371	TRUE	29.11	female	Blue	Style Quotient		Harmony	Casual	women>activewear	Style Quotient Women Blue Checked Regular Shorts	ok	mothersday	summer	TRUE	29.11	female	Blue	Style Quotient		Harmony	Casual	women>activewear	Style Quotient Women Blue Checked Regular Shorts	ok	mothersday	summer
105372	https://pacific.bloomreach.com/apparel/products/105372___105372	TRUE	29.02	female	Navy Blue	URBANIC	Nylon		Athletic	women>activewear	URBANIC Women Navy Blue Slim Fit High-Rise Gym Biker Shorts	unknown	valentine	winter	TRUE	29.02	female	Navy Blue	URBANIC	Nylon		Athletic	women>activewear	URBANIC Women Navy Blue Slim Fit High-Rise Gym Biker Shorts	unknown	valentine	winter
105373	https://pacific.bloomreach.com/apparel/products/105373___105373	TRUE	38.11	female	Maroon	U&F	Polyester			women>skirts	U&F Women Maroon Solid Accordion Pleated Maxi Skirt	unknown	blackfriday	mid-season	TRUE	38.11	female	Maroon	U&F	Polyester			women>skirts	U&F Women Maroon Solid Accordion Pleated Maxi Skirt	unknown	blackfriday	mid-season
105374	https://pacific.bloomreach.com/apparel/products/105374___105374	TRUE	32.11	female	Navy Blue	LUCERO		Radiance	Casual	women>shorts	LUCERO Women Navy Blue Floral Printed Loose Fit Regular Shorts	high	christmas	winter	TRUE	32.11	female	Navy Blue	LUCERO		Radiance	Casual	women>shorts	LUCERO Women Navy Blue Floral Printed Loose Fit Regular Shorts	high	christmas	winter
105375	https://pacific.bloomreach.com/apparel/products/105375___105375	TRUE	32.11	female	Blue	Pacific Style		Serendipity	Formal	women>shorts	Women Blue Loose Fit High-Rise Regular Shorts	ok	back2school	winter	TRUE	32.11	female	Blue	Pacific 25		Serendipity	Formal	women>shorts	Women Blue Loose Fit High-Rise Regular Shorts	ok	back2school	winter
105376	https://pacific.bloomreach.com/apparel/products/105376___105376	FALSE	33.4	female	Cream	Missguided	Cotton			women>skirts	Missguided Women Cream-Coloured Solid Pure Cotton High-Low Midi Skirt	OOS	blackfriday	winter	FALSE	33.4	female	Cream	Missguided	Cotton			women>skirts	Missguided Women Cream-Coloured Solid Pure Cotton High-Low Midi Skirt	OOS	blackfriday	winter
105377	https://pacific.bloomreach.com/apparel/products/105377___105377	TRUE	38.4	female	Blue	Missguided	Polyester	Radiance		women>skirts	Missguided Women White & Blue Floral Printed Mini Straight Skirt	ok	blackfriday	winter	TRUE	38.4	female	Blue	Missguided	Polyester	Radiance		women>skirts	Missguided Women White & Blue Floral Printed Mini Straight Skirt	ok	blackfriday	winter
105378	https://pacific.bloomreach.com/apparel/products/105378___105378	TRUE	33.4	female	Navy Blue	Missguided	Polyester	Radiance		women>skirts	Missguided Women Navy Blue & White Printed Petite Midi A-Line Skirt	low	blackfriday	mid-season	TRUE	33.4	female	Navy Blue	Missguided	Polyester	Radiance		women>skirts	Missguided Women Navy Blue & White Printed Petite Midi A-Line Skirt	low	blackfriday	mid-season
105379	https://pacific.bloomreach.com/apparel/products/105379___105379	TRUE	29.11	female	Green	Honey by Pantaloons	Polyester	Harmony	Casual	women>shorts	Honey by Pantaloons Women Green Striped Regular Shorts	ok	valentine	summer	TRUE	29.11	female	Green	Honey by Pantaloons	Polyester	Harmony	Casual	women>shorts	Honey by Pantaloons Women Green Striped Regular Shorts	ok	valentine	summer
105380	https://pacific.bloomreach.com/apparel/products/105380___105380	TRUE	31.1	female	Pink	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Pink & Red Set Of 2 Biker Shorts	ok	back2school	mid-season	TRUE	31.1	female	Pink	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Pink & Red Set Of 2 Biker Shorts	ok	back2school	mid-season
105381	https://pacific.bloomreach.com/apparel/products/105381___105381	TRUE	31.1	female	Red	GRACIT			Athletic	women>activewear|women>shorts	GRACIT Women Red Biker Shorts	ok	blackfriday	mid-season	TRUE	31.1	female	Red	GRACIT			Athletic	women>activewear|women>shorts	GRACIT Women Red Biker Shorts	ok	blackfriday	mid-season
105382	https://pacific.bloomreach.com/apparel/products/105382___105382	FALSE	31.1	female	Red	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Red & Pink Set Of 2 Biker Shorts	OOS	back2school	mid-season	FALSE	31.1	female	Red	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Red & Pink Set Of 2 Biker Shorts	OOS	back2school	mid-season
105383	https://pacific.bloomreach.com/apparel/products/105383___105383	TRUE	37.09	female	Black	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Black Red & White Set Of 3 Biker Shorts	low	none	mid-season	TRUE	37.09	female	Black	GRACIT	Cotton		Athletic	women>activewear|women>shorts	GRACIT Women Black Red & White Set Of 3 Biker Shorts	low	none	mid-season
105384	https://pacific.bloomreach.com/apparel/products/105384___105384	TRUE	33.61	female	Sea Green	Head				women>activewear|women>shorts	Head Women Sea Green Slim Fit Sports Shorts	low	none	mid-season	TRUE	33.61	female	Sea Green	Head				women>activewear|women>shorts	Head Women Sea Green Slim Fit Sports Shorts	low	none	mid-season
105385	https://pacific.bloomreach.com/apparel/products/105385___105385	FALSE	19.99	female	Off White	YCANF	Viscose	Radiance		women>skirts	YCANF Women Off White & Green Printed Maxi-Length Flared Skirt	OOS	back2school	mid-season	FALSE	19.99	female	Off White	YCANF	Viscose	Radiance		women>skirts	YCANF Women Off White & Green Printed Maxi-Length Flared Skirt	OOS	back2school	mid-season
105386	https://pacific.bloomreach.com/apparel/products/105386___105386	TRUE	19.99	female	Beige	Miaz Lifestyle	Cotton			women>activewear|women>shorts	Miaz Lifestyle Women Pack Of 2 Beige & White Sports Shorts	ok	back2school	winter	TRUE	19.99	female	Beige	Miaz Lifestyle	Cotton			women>activewear|women>shorts	Miaz Lifestyle Women Pack Of 2 Beige & White Sports Shorts	ok	back2school	winter
