crumbs	crumbs_de	demo site navbar	demo site dropdown	crumbs_id	availability	price	url	pid	title_old	title_de	description_old	description_de	brand	thumb_image	sale_price	manufacturer	catalog_number	master_upc	application_old	application_de	color_old	color_de	height	length	material_old	material_de	size_old	size_de	voltage_rating	weight_old	weight_de	width	type_old	type_de
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Drywall Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Schnellbauschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	14	https://pacificsupply.bloomreach.com/products/4430552	4430552	Dottie WRT61 6 X 1 Drywall Schraubes	Dottie WRT61 15,2 x 2,5 Schnellbauschrauben	LH Dottie WRT61 #6 x 1 Inch Gelb Zinc Steel Bugle Head Drywall Schraube	LH Dottie WRT61 # 15,2 x 2,5 cm Gelb Zinc Stahl Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4430552.jpg	8.82	LH Dottie	WRT61	78100216212	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				2,5 cm	Steel	Stahl	#6 x 1 IN	15,2 x 2,5 cm		1.7	0.771		Bugle Head Wood Rocket Drywall Schraube	Bugle Kopf Holz Raketenschnellbauschraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Self Bohrering Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Selbstschneidende Schrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	6.11	https://pacificsupply.bloomreach.com/products/4558417	4558417	Cully 8x1-1/4 HWH Tek Schraubes	Cully 20,0x3,0 HWH Bohrschrauben	Minerallac 78820 #8-18 x 1-1/4 Inch Zinc Plated Steel Hex Unterlegscheibe Head Tek Self Bohrering Schraube	Minerallac 78820 # 20,0 x 3,0 cm-verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4558417.jpg	3.85	Minerallac	78820	8593778820						3,0 cm	Steel	Stahl	#8	20,0 x 3,0 cm		0.68	0.308		Tek Schraubes	Bohrschrauben
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Machine Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Maschinenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	13	https://pacificsupply.bloomreach.com/products/3469506	3469506	Caddy Schraubes for the #512	Caddy Schrauben für den # 512	Erico S3575BP50 1/4-20 x 3/8 Inch Black Oxide Steel Round Head Dome Schraube	Erico S3575BP50 0,6 x 1,0 cm brüniert Stahlrundkopf-Haube Schraube	nVent CADDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3469506.jpg	8.19	nVent	S3575BP50	78285679953	Datacom and Low Voltage, Electrical, Fire Sprinkler, HVAC, Plumbing and Refrigeration	Datacom und Niederspannung, Elektro, Feuersprenger, HVAC, Sanitär-und Kältetechnik					Steel	Stahl				0.004	0.002		Combi Dome Schraube	Combi Dome Schraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Drywall Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Schnellbauschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	11.63	https://pacificsupply.bloomreach.com/products/15121	15121	Dottie WR62 6X2 Drywall Schraubes	Dottie WR62 15,2 x 5,1 Schnellbauschrauben	LH Dottie WR62 #6 x 2 Inch Gelb Zinc Steel Phillips Bugle Head Drywall Schraube	LH Dottie WR62 # 15,2 x 5,1 cm Gelb Zinc Stahl Phillips Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_15121.jpg	7.33	LH Dottie	WR62	78100216208	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				5,1 cm	Steel	Stahl	#6 x 2 IN	15,2 x 5,1 cm		0.65	0.295		Bugle Head Wood Rocket Drywall Schraube	Bugle Kopf Holz Raketenschnellbauschraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Machine Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Maschinenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	10.1	https://pacificsupply.bloomreach.com/products/4813848	4813848	Pass & Seymour 509-W Schraubes (100) Oval Head 1/4	Pass & Seymour 509-W Schrauben (100) Oval Kopf 0,6	Pass & Seymour 509-W Oval Head Plate Schraube, 5/16 x 6x32 - White	Pass & Seymour 509-W Oval Kopf Platte Schraube, 0,8 x 15,0 x 80,0 - Weiss	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4813848.jpg	6.36	Legrand-Pass & Seymour	509-W	78500780010							Metal	Metall				0.185	0.084		Standard and Interchangeable	Standard und Austauschbare
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Drywall Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Schnellbauschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020200	in stock	7.29	https://pacificsupply.bloomreach.com/products/15124	15124	Dottie WR83 8X3 Drywall Schraubes	Dottie WR83 20,3 X 7,6 cm Schnellbauschrauben	LH Dottie WR83 #8 x 3 Inch Gelb Zinc Steel Phillips Bugle Head Drywall Schraube	LH Dottie WR83 # 20,3 x 7,6 cm Gelb Zinc Stahl Phillips Trompetenkopf Schnellbauschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_15124.jpg	4.6	LH Dottie	WR83	78100216211	Drywall, Particle Board, Wood	Trockenbau, Spanplatten, Holz				7,6 cm	Steel	Stahl	#8 x 3 IN	20,3 x 7,6 cm		1.3	0.590		Bugle Head Wood Rocket Drywall Schraube	Bugle Kopf Holz Raketenschnellbauschraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Self Bohrering Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Selbstschneidende Schrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	14.16	https://pacificsupply.bloomreach.com/products/4679984	4679984	Cully 78616 6-20 X 1 HWH Tek Schraubes	Cully 78616 15,2 x 2,5 cm HWH Bohrschrauben	Minerallac 78616 #6-20 x 1 Inch Zinc Plated Steel Hex Unterlegscheibe Head Tek Self Bohrering Schraube	Minerallac 78616 # 15,2 x 2,5 cm verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac Company	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4679984.jpg	8.92	Minerallac	78616	8593778616												0.39	0.177			
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Machine Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Maschinenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	12.21	https://pacificsupply.bloomreach.com/products/4726440	4726440	Pass & Seymour 509-S Schraubes (100) Oval Head 1/4	Pass & Seymour 509-S Schrauben (100) Oval Kopf 0,6	Pass & Seymour 509-S Oval Head Plate Schraube, 5/16 x 6x32 - Stainless Steel	Pass & Seymour 509-S Oval Kopf Platte Schraube, 0,8 x 15,0 x 80,0 - Edelstahl	Legrand-Pass & Seymour	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4726440.jpg	7.69	Legrand-Pass & Seymour	509-S	78500700247												0.185	0.084			
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Self Bohrering Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Selbstschneidende Schrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020800	in stock	8.38	https://pacificsupply.bloomreach.com/products/4430325	4430325	Cully 79048 10-16 X 3 HWH Tek Schraube	Cully 79048 10-16 X 3 HWH Bohrschraube	Minerallac 79048 #10-16 x 3 Inch Zinc Plated Steel Hex Unterlegscheibe Head Tek Self Bohrering Schraube	Minerallac 79048 # 10-16 x 3 cm-verzinktes Stahl Sechskantunterlegscheibe Kopf Tek Bohrschraube	Minerallac	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4430325	5.28	Minerallac	79048	8593779048						3 cm	Steel	Stahl	#10-16	# 10-16		1.78	0.807		Tek Schraubes	Bohrschrauben
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Machine Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Maschinenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	9.13	https://pacificsupply.bloomreach.com/products/3924091	3924091	Dottie TMC6321 6/32X1 Schraube	Dottie TMC6321 6 / 32X1 Schraube	LH Dottie TMC6321 #6-32 x 1 Inch Zinc Plated Schraube Truss Head Phillips/Slotted Machine Schraube	LH Dottie TMC6321 # 6-32 x 1 cm verzinkt Schraube Flachrundkopf Phillips / Schlitz-Maschinenschraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3924091.jpg	5.75	LH Dottie	TMC6321	78100211648						1 cm	Steel	Stahl	#6-32 x 1 IN	# 6-32 x 1 cm		0.45	0.204		Machine Schraube	Akkuschrauber
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Sheet Metal Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Blechschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401021000	in stock	13.82	https://pacificsupply.bloomreach.com/products/459683	459683	Dottie KWT834 K-Lath Schraube Tuff Pack	Dottie KWT834 K-Lath Schraube Tuff-Pack	LH Dottie KWT834 #8 x 3/4 Inch Zinc Plated Steel Phillips Wafer Head K-Lath Metal Piercing Schraube	LH Dottie KWT834 # 8 x 0,75 cm verzinktes Stahl Phillips Wafer-Kopf K-Lath Metall Piercing Schraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_459683.jpg	8.7	LH Dottie	KWT834	78100215705	Framing, Electrical, Plumbing and Sheet Metal Applications	Framing, Elektrik, Sanitär und Blechanwendungen				0,75 cm	Steel	Stahl	#8 x 0,75 cm	#8 x 0,75 cm		2.05	0.930		K-Lath Schraube	K-Lath Schraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Sheet Metal Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Blechschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401021000	in stock	12.83	https://pacificsupply.bloomreach.com/products/459493	459493	Dottie KW-812 K-Lath Schraube	Dottie KW-812 K-Lath Schraube	LH Dottie KW812 #8 x 1/2 Inch Zinc Plated Steel Phillips Wafer Head K-Lath Metal Piercing Schraube	LH Dottie KW812 # 8 x 0,5 cm verzinktes Stahl Phillips Wafer-Kopf K-Lath Metall Piercing Schraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_459493.jpg	8.08	LH Dottie	KW812	78100215604	Framing, Electrical, Plumbing and Sheet Metal Applications	Framing, Elektrik, Sanitär und Blechanwendungen				0,5 cm	Steel	Stahl	#8 x 0,5 cm	#8 x 0,5 cm		0.4	0.181		K-Lath Schraube	K-Lath Schraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Machine Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Maschinenschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401020500	in stock	12.5	https://pacificsupply.bloomreach.com/products/4327251	4327251	Ideal Grounding Schraube 100	Ideal Erdungsschraube 100	IDEAL 30-3594 Grounding Schraube 100/Jar	IDEAL 30-3594 Erdungsschraube 100 / Dose	IDEAL	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4327251.jpg	7.88	Ideal Industries	30-3594	78325070859							Zinc-Plated Steel	Verzinkter Stahl				0.61	0.277		Grounding Schraube	Erdungsschraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Sheet Metal Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Blechschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401021000	in stock	10.33	https://pacificsupply.bloomreach.com/products/459525	459525	Dottie KW834 K-Lath Schraube	Dottie KW834 K-Lath Schraube	LH Dottie KW834 #8 x 3/4 Inch Zinc Plated Steel Phillips Wafer Head K-Lath Metal Piercing Schraube	LH Dottie KW834 # 8 x 0,75 cm verzinktes Stahl Phillips Wafer-Kopf K-Lath Metall Piercing Schraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_459525.jpg	6.5	LH Dottie	KW834	78100215605	Framing, Electrical, Plumbing and Sheet Metal Applications	Framing, Elektrik, Sanitär und Blechanwendungen				0,75 cm	Steel	Stahl	#8 x 0,75 cm	#8 x 0,75 cm		0.5	0.227		K-Lath Schraube	K-Lath Schraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Sheet Metal Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Blechschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401021000	in stock	10.08	https://pacificsupply.bloomreach.com/products/3931564	3931564	Dottie KW8158 K-Lath Schraube	Dottie KW8158 K-Lath Schraube	LH Dottie KW8158 #8 x 1-5/8 Inch Zinc Plated Steel Phillips Wafer Head K-Lath Metal Piercing Schraube	LH Dottie KW8158 # 8 x 1,5 cm verzinktes Stahl Phillips Wafer-Kopf K-Lath Metall Piercing Schraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3931564.jpg	6.35	LH Dottie	KW8158	78100215609	Framing, Electrical, Plumbing and Sheet Metal Applications	Framing, Elektrik, Sanitär und Blechanwendungen				1,5 cm	Steel	Stahl	#8 x 1,5 cm	#8 x 1,5 cm		0.8	0.363		K-Lath Schraube	K-Lath Schraube
Verschlüsse & Hardwares|Verschlüsse|Bolzens, Schraubes & Studs|Schraubes|Sheet Metal Schraubes	Verschlüsse & Hardware|Verschlüsse|Bolzen, Schrauben & Stiftschrauben|Schrauben|Blechschrauben	Verschlüsse		PNB160000000000|PNB160400000000|PNB160401000000|PNB160401020000|PNB160401021000	in stock	6.7	https://pacificsupply.bloomreach.com/products/459556	459556	Dottie KW-81 K-Lath Schraube	Dottie KW-81 K-Lath Schraube	LH Dottie KW81 #8 x 1 Inch Zinc Plated Steel Phillips Wafer Head K-Lath Metal Piercing Schraube	LH Dottie KW81 # 8 x 1 cm verzinktes Stahl Phillips Wafer-Kopf K-Lath Metall Piercing Schraube	LH DOTTIE	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_459556.jpg	4.22	LH Dottie	KW81	78100215606	Framing, Electrical, Plumbing and Sheet Metal Applications	Framing, Elektrik, Sanitär und Blechanwendungen				1 cm	Steel	Stahl	#8 x 1 IN	# 8 x 1 cm		0.55	0.249		K-Lath Schraube	K-Lath Schraube
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	9.7	https://pacificsupply.bloomreach.com/products/4563707	4563707	B-Line Kabel Hook 3/4-In. 16	B-Line Kabelhaken 2,0 cm.	Eaton B-Line BCH12 3/4 Inch Pre-Galvanized Kabel Hook	Eaton B-Line BCH12 2,0 cm vorverzinkt Kabelhaken	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4563707	6.11	Eaton B-Line	BCH12	78205128060	COMMDATA Verschlüsse,Kabel Haken Haken,Supports Category 5/5e/6/6a Fiber Optic, Innerduct and Low Voltage Cabling Requirements	COMMDATA Verschlüsse, Kabel Haken Haken, Unterstützt Kategorie 5 / 5e / 6 / 6a Glasfaser, Innerduct und Niederspannungskabelanforderungen					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.07	0.032		Kabel Hook, Open/Closed	Kabelhaken, offen / geschlossen
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	7.14	https://pacificsupply.bloomreach.com/products/4429912	4429912	B-Line 4-IN. Kabel Hook	B-Line 4 cm. Kabelhaken	Eaton B-Line BCH64 4 Inch Pre-Galvanized Kabel Hook	Eaton B-Line BCH64 4 cm vorverzinkt Kabelhaken	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4429912	4.5	Eaton B-Line	BCH64	78101104721	COMMDATA Verschlüsse,Kabel Haken Haken,Supports Category 5/5e/6/6a Fiber Optic, Innerduct and Low Voltage Cabling Requirements	COMMDATA Verschlüsse, Kabel Haken Haken, Unterstützt Kategorie 5 / 5e / 6 / 6a Glasfaser, Innerduct und Niederspannungskabelanforderungen					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.56	0.254		Kabel Hook	Kabelhaken
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	5.59	https://pacificsupply.bloomreach.com/products/4518601	4518601	B-Line Kabel Hook 2-In. 70	B-Line Kabelhaken 2-cm. 70	Eaton B-Line BCH32 2 Inch Pre-Galvanized Kabel Hook	Eaton B-Line BCH32 2 cm vorverzinkt Kabelhaken	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4518601	3.52	Eaton B-Line	BCH32	78101104717	COMMDATA Verschlüsse,Kabel Haken Haken,Supports Category 5/5e/6/6a Fiber Optic, Innerduct and Low Voltage Cabling Requirements	COMMDATA Verschlüsse, Kabel Haken Haken, Unterstützt Kategorie 5 / 5e / 6 / 6a Glasfaser, Innerduct und Niederspannungskabelanforderungen					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.2	0.091		Kabel Hook	Kabelhaken
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	5.02	https://pacificsupply.bloomreach.com/products/3406164	3406164	B-Line 1-5/16 Kabel Hook	B-Line 1,5 Kabelhaken	Eaton B-Line BCH21 1-5/16 Inch Pre-Galvanized Kabel Hook	Eaton B-Line BCH21 1,5 cm vorverzinkt Kabelhaken	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_3406164	3.16	Eaton B-Line	BCH21	78101104713	COMMDATA Verschlüsse,Kabel Haken Haken,Supports Category 5/5e/6/6a Fiber Optic, Innerduct and Low Voltage Cabling Requirements	COMMDATA Verschlüsse, Kabel Haken Haken, Unterstützt Kategorie 5 / 5e / 6 / 6a Glasfaser, Innerduct und Niederspannungskabelanforderungen					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.15	0.068		Kabel Hook	Kabelhaken
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	11.65	https://pacificsupply.bloomreach.com/products/4901695	4901695	B-Line 2 Kabel Hook With	B-Line 2 Kabel-Haken mit	Eaton B-Line BCH32-C1 2 Inch Kabel Hook with Angle Bracket	Eaton B-Line BCH32-C1 2-cm-Kabel-Haken mit Winkel	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4901695	7.34	Eaton B-Line	BCH32-C1	78101195560	COMMDATA Verschlüsse,Kabel Haken Haken,	COMMDATA Verschlüsse, Kabel Haken Haken,					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.254	0.115		Kabel To Beam Fastener	Kabel mit dem Strahl Fastener
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	6.26	https://pacificsupply.bloomreach.com/products/4448018	4448018	B-Line 4-IN. Kabel Hook	B-Line 10,2 cm Kabelhaken	Eaton B-Line BCH64-RB 4 Inch Hook 0.265 Inch Hole Pre-Galvanized Angle Bracket Kabel Fastener	Eaton B-Line BCH64-RB 10,2 cm Haken 0,265 cm Loch vorverzinkt Winkel Halterung Kabelbefestigung	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4448018	3.95	Eaton B-Line	BCH64-RB	78101104742	COMMDATA Verschlüsse,Kabel Haken Haken,For Direct Attachment To Structures	COMMDATA Verschlüsse, Kabel-Haken Haken, zum direkten Anbau an Strukturen					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.88	0.399		Angle Bracket Kabel Fastener	Der Winkel Kabelbefestigung
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	13.85	https://pacificsupply.bloomreach.com/products/4090030	4090030	B-Line 3/4-IN. Kabel Hook	B-Line 2,0 cm Kabelhaken	Eaton B-Line BCH12-W2 3/4 Inch Pre-Galvanized Kabel to Wire and Rod Fastener	Eaton B-Line BCH12-W2 2,0 cm vorverzinkt Kabel an Draht und Rod Fastener	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4090030	8.72	Eaton B-Line	BCH12-W2	78205128081	COMMDATA Verschlüsse,Kabel Haken Haken,	COMMDATA Verschlüsse, Kabel Haken Haken,					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.1	0.045		Kabel To Wire and Rod Fastener	Kabel To Wire und Rod Fastener
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	5.14	https://pacificsupply.bloomreach.com/products/4448016	4448016	B-Line 2-IN. Kabel Hook TO	B-Line 2-cm. Kabelhaken	Eaton B-Line BCH32-W2 2 Inch Pre-Galvanized Kabel to Wire and Rod Fastener	Eaton B-Line BCH32-W2 2 cm vorverzinkt Kabel an Draht und Rod Fastener	EATON B-LINE SERIES	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4448016	3.24	Eaton B-Line	BCH32-W2	78101104841	COMMDATA Verschlüsse,Kabel Haken Haken,	COMMDATA Verschlüsse, Kabel Haken Haken,					Pre-Galvanized Steel	Pre-verzinktem Stahl				0.23	0.104		Kabel To Wire and Rod Fastener	Kabel To Wire und Rod Fastener
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	12.97	https://pacificsupply.bloomreach.com/products/4725084	4725084	Caddy CAT32HPAFAB4 2 IN J-Hook TO	Caddy CAT32HPAFAB4 2 cm J-Haken	Erico CAT32HPAFAB4 2 Inch Pre-Galvanized Steel Kabel Support J Hook	Erico CAT32HPAFAB4 2 cm-Pre-verzinktem Stahl-Kabel Unterstützung J-Haken	nVent CADDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4725084.jpg	8.17	nVent	CAT32HPAFAB4	78285679349	Datacom and Low Voltage; Electrical Fixing and Fastening	Datacom und Niederspannung; Elektrische Befestigung und Fastening					Steel	Stahl				8.664	3.930		CADDY CAT HP J-Hook with Pin Driven Angle Bracket	CADDY CAT HP J-Haken mit Pin Driven Der Winkel
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	12.77	https://pacificsupply.bloomreach.com/products/4781842	4781842	Caddy CAT32HPBC 2 (50MM) J-Hook	Caddy CAT32HPBC 2 (50 mM) J-Haken	Erico CAT32HPBC 2 Inch Pre-Galvanized Steel Kabel Support J Hook	Erico CAT32HPBC 2 cm-Pre-verzinktem Stahl-Kabel Unterstützung J-Haken	nVent CADDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4781842.jpg	8.04	nVent	CAT32HPBC	78285671671	Datacom and Low Voltage; Electrical Fixing and Fastening	Datacom und Niederspannung; Elektrische Befestigung und Fastening					Steel/ Spring Steel	Stahl / Federstahl				7.6	3.447		CADDY CAT HP J-Hook with BC Beam Clamp	CADDY CAT HP J-Haken mit BC Trägerklammer
Connectors, Marking, & Termination|Wire Bundling|Kabel Haken & Hangers	Stecker, Markierung & Endabschluss|Kabelbinder|Kabelhaken & Bremszughalter	Wire Bundling		PNB270000000000|PNB270100000000|PNB270102000000	in stock	12.12	https://pacificsupply.bloomreach.com/products/4909180	4909180	Caddy CAT16HPRD 1 J-Hook For High	Caddy CAT16HPRD 1 J-Haken für High	Erico CAT16HPRD 1 Inch Rot Pre-Galvanized High Performance Kabel Support J-Hook	Erico CAT16HPRD 1 cm Rot vorverzinkt Hochleistungs-Kabelhalter J-Haken	nVent CADDY	https://pacific-demo-data.bloomreach.cloud/supply/images/thumbimage_pid_4909180.jpg	7.64	nVent	CAT16HPRD	78285670621	Datacom and Low Voltage; Electrical Fixing and Fastening	Datacom und Niederspannung; Elektrische Befestigung und Fastening					Steel	Stahl				3.86	1.751		CADDY CAT HP J-Hook	CADDY CAT HP J-Haken
